Zipcode,Men,Hispanic,White,Black,Native,Asian,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Covid,KDE,Density
10473,47.06869897150986,55.37692307692308,5.953846153846153,35.253846153846155,0.12307692307692307,1.7307692307692308,65.46130415482753,44687.16666666666,8219.25,22393.0,3057.1538461538457,24.138461538461538,34.42307692307692,30.29230769230769,31.038461538461533,21.215384615384615,5.6923076923076925,11.753846153846151,32.07692307692308,5.8461538461538485,55.42307692307693,5.199999999999998,0.5384615384615384,0.9153846153846156,43.775,6.299624624063799e-05,72.4,24.146153846153847,3.3615384615384616,0.0923076923076923,10.984615384615383,4.13,1.0303662953414883e-06,0.0021369715913330052
10455,48.789251073579905,69.05698838867774,4.323879275039901,24.774629032620073,0.11943368562208455,0.9436022611398042,53.32011366639093,24131.52034219981,7411.977787578677,13212.887917313183,2777.1537941930383,40.411863350897995,44.55579088353114,15.252774176020552,38.643277415610726,25.472834597569648,5.944859934051461,14.690733925232472,12.488544483492696,1.3473454732685846,68.73334195714261,11.319532007590388,2.10492540077727,4.015795276912568,40.66992940299848,0.00017668805329665226,85.50036335016172,7.822892090103957,6.619865902556473,0.04265899288339189,13.251778865712476,2.59,5.119650798682276,0.007626533014658117
10454,47.54259598788283,71.65104593930987,0.9560090237878652,26.127563576700325,0.3840135356817981,0.4551271534006496,50.880189091769374,19112.044811382457,4692.402789190694,10649.168478274583,2167.3166529919044,49.911146431388175,61.95205086124505,14.93285479902362,42.56472518451137,23.926681706313108,5.694155045134781,12.867360541473355,8.435162018140316,1.9599774405303363,73.16252050854331,13.259762100033365,0.8719954881060673,2.3390278917341307,41.98401353568181,0.00011513613112048366,81.1377050861533,11.522600492222324,7.225912633274207,0.1137817883501624,14.431203855597506,3.19,0.24051938550454385,0.0032294837007192795
10472,48.720362777626676,63.39333333333334,2.953333333333333,24.186666666666664,0.24,5.746666666666667,50.84570735027346,30509.53333333333,6903.9333333333325,14986.666666666664,2340.133333333333,34.73333333333333,49.39333333333333,16.62666666666667,32.2,26.946666666666676,12.926666666666666,11.286666666666667,19.64,4.26,65.20666666666666,5.713333333333334,1.9,3.2666666666666666,43.29333333333333,0.00013071883552109355,83.27333333333334,10.993333333333334,5.486666666666666,0.2533333333333333,12.953333333333335,3.4,3.261436544130711e-10,0.005717987671385467
10453,42.426247554944304,67.82258361955721,1.33891326464898,28.49398766354979,0.043316800254371436,1.5356320743604512,46.68965151143863,24914.65897260433,5305.115000578533,12862.24332321034,2003.0872758362693,42.40224468977997,56.87887574641781,16.36311522321453,40.157465343969115,22.690770062385017,8.390579295391657,12.419063970498991,14.761325193896775,5.357344524926517,65.60032748329941,8.306031412896214,2.5702816991235906,3.406578277994454,43.06760778334263,0.00014623919309914005,85.14570456539133,9.764215312377964,4.984760905635226,0.0983212514423686,13.379950400721128,5.6,12.33691872983382,0.006646553812583959
10451,43.83099784301689,45.74384235992952,1.9545038705040536,48.14532020124074,1.1828993668946064,0.8639690359675714,70.76679550198884,42330.42364765936,8026.357495227916,24415.21006564632,3763.613300846598,19.97589725196336,17.16157634574553,27.010063338019034,34.753272345237924,23.862913438956646,6.132828992844558,8.240921884941843,19.30914848910821,1.835116115121608,65.4819845179838,8.226565798568911,0.38779028780402014,4.795883179901306,39.223363827381036,0.00010982641848758232,67.96140041749032,28.301196345111023,3.691907107902714,0.0,11.522448978470221,2.87,0.1904744630241486,0.0014446722890352611
10460,46.169656432033655,70.75993251271898,1.4028800484618784,25.55972736772193,0.07954394465392517,1.3427869912555561,52.55987900195238,23822.782637215918,5049.770657497686,12754.789198751922,2458.6173538418802,44.25516163388817,57.169039662129876,17.182722347895858,41.09398562882344,23.56179020054897,5.0482496492024715,13.109838686435912,17.90935618468018,3.7853079211417966,66.5812958511792,7.0338912019741215,1.2990811502415642,3.372626814170013,43.272023615777584,9.149597628873382e-05,77.77247956920739,16.14829044721425,5.821321357077545,0.2349609026481573,22.672562846007647,3.17,0.8855159854110319,0.0033822425598537273
10452,47.682727850445644,67.36893130677002,1.4306522041388663,28.752363693085194,0.06323238775576279,1.1151046269191929,47.46893160155487,24282.026848716618,6251.2028789891165,13437.254325449368,2434.804429198697,41.228416306054605,53.08248137831276,15.411671823568454,38.56103258255297,25.34384416097503,6.648740906309872,14.042520727054894,15.35207875353386,3.5786455683557,67.04004197164161,8.118901349904396,2.1073100470097224,3.787041731111127,39.35803603912972,0.00014530812171145374,83.08821882544112,11.699298292361968,4.988097520284687,0.2173968448059031,14.16766659816979,5.44,1.7413216533996643,0.006769775982943899
10456,42.70198953345451,58.77504535395824,1.469860478966329,36.960425879978274,0.6516811171130102,0.7348879623926732,48.26687792856809,24214.70942049564,6364.660441300252,12532.829647595801,2342.711724759669,43.176623866397534,55.54188797863856,16.61204745987121,42.52980717823795,22.056495643802265,5.3602922374065445,13.431462403939348,14.30719239113015,3.848850064207032,67.79554867159797,7.800243179241134,2.7155276532800654,3.5686191399295897,41.94946086343707,0.00012483606861107905,79.41239844539642,13.245074494806596,7.199494019807142,0.14893925948659692,16.513529215891488,4.43,0.0937346532512817,0.007813282192182226
10459,44.97811582205009,73.16270284466712,1.489724595980893,22.48123917012253,0.2620384979273638,1.4564448439463231,55.37465467958015,21613.018461121148,5720.307288276867,12022.151642107452,2204.4646260360673,44.51662676175824,52.40050619276216,19.6277078326006,35.73945064711162,26.462712508409385,6.7272765451461884,11.425232335323507,13.991755463906882,3.2640135369286662,69.83018711011395,8.610884353441309,1.3586160854838962,2.886579989733177,43.21355651367035,0.00011017191934049699,83.78928716345435,11.798318716076276,4.186627171267917,0.2090968325409244,12.126874500990855,5.2,0.06132394922653847,0.004557225486378674
10465,47.98089150494037,40.41056830507193,48.610722089417656,6.534027265111128,0.1353396095906343,2.72620993146308,75.39516963196323,71460.1893634755,14454.648627129567,31269.765509944067,5645.53820551772,12.927836547283091,12.717469224922418,31.357816478685173,23.92332829372136,27.662801692805772,6.9060183766097865,10.14427652190321,48.792748461131275,8.762199825772328,33.12216871107428,4.492705646092388,1.235180852063132,3.611299973708356,38.79423949483857,3.095347430847157e-05,74.09957422857325,22.83388928622125,2.9179193721406755,0.15789621118907332,9.493232026781877,4.09,0.04090686983805189,0.0010152663826477214
10462,46.918120662538406,49.56391491994683,18.734463042897644,18.282069902694946,0.022660696401312092,11.19472418663208,61.013501724319326,48837.920445495714,10349.014815643615,23719.009868070567,3934.7944047424176,19.547563416355906,26.75369576022224,28.54182225605066,27.098626505420484,26.649872935589666,8.052609925548866,9.625249913075569,22.130628139209968,6.369385062226957,58.506999896044604,7.807835977165157,2.351015256852184,2.8429829842462886,43.89881338354332,7.931321975971095e-05,78.97330563295688,16.79532775761577,4.221013143597623,0.0,14.235086216603207,2.7,5.257977720556751,0.0035375460798489173
